ride_id,ride_date,elapsed_time,distance,moving_time,max_speed,avg_speed,elevation_gain,elevation_loss,avg_power,calories,perceived_exertion,perceived_relative_effort,simple_exertion,start_time,end_time,row_count,segment_count,ride_elapsed_time,ride_moving_time,elapsed_distance,elapsed_ascent,elapsed_descent,elapsed_elevation,ride_avg_speed,ride_cruise_speed,ride_max_speed,training_window_id,ride_avg_power,ride_max_power,peak_20min_power
2975587283,1/2/2020 14:02,1642,8.49,1411,9,6.023033142,19.55750084,,,,7,45,HARD,2020-01-02 14:02:58+00:00,2020-01-02 14:29:32+00:00,1352,5,1595,1352,5.266646771,137.1458,138.7863,275.9321,14.04550914,14.54707541,20.10767398,0,116.870855,552.0265418,124.7823571
2992935347,1/8/2020 13:20,1728,8.42,1472,14.19999981,5.7254076,46.30178452,,,,,,,2020-01-08 13:20:26+00:00,2020-01-08 13:49:06+00:00,1426,5,1721,1426,5.167961068,215.2336,153.2227,368.4563,13.11980809,14.15406929,30.58562272,0,122.3045546,970.2957791,131.1787973
2994399692,1/8/2020 22:08,1608,8.52,1481,11.39999962,5.756245613,26.52630997,,,,,,,2020-01-08 22:08:17+00:00,2020-01-08 22:35:04+00:00,1423,7,1608,1423,5.257608607,158.4723,219.4989,377.9712,13.33980031,15.44382259,25.54456797,0,113.1618629,1299.649583,126.4619321
3248077156,4/2/2020 21:38,5143,10.36,2544,13.39999962,4.074764252,72.45040894,55.75040054,,,5,45,NORMAL,2020-04-02 21:38:02+00:00,2020-04-02 23:03:45+00:00,2580,5,5144,2580,6.759675758,329.4124,274.6197,604.0321,9.548413215,13.49573751,219.4574737,1,402.4954913,260893.371,737.9133424
3255473930,4/4/2020 17:23,9348,34.95,6356,14.39999962,5.498945713,105.7043686,106.1039963,,,5,114,NORMAL,2020-04-04 17:23:43+00:00,2020-04-04 19:59:16+00:00,6416,12,9334,6416,22.73009007,575.1593,576.4717,1151.631,12.76418036,14.00971699,513.3994341,1,2104.76001,3328600.522,121.0683762
3286667096,4/11/2020 21:08,4558,18.16,3904,11.69999981,4.651741982,75.83333588,75.83329773,,,3,32,EASY,2020-04-11 21:08:20+00:00,2020-04-11 22:24:03+00:00,3957,10,4544,3957,11.34140832,326.1314,326.1314,652.2628,10.3334688,12.53840604,44.92813196,1,78.95678102,2345.325633,98.236627
3290080609,4/12/2020 14:28,7406,14.37,3380,8.699999809,4.251360893,66.49954224,66.49949646,,,3,28,EASY,2020-04-12 14:28:14+00:00,2020-04-12 16:31:38+00:00,3418,16,7405,3418,8.937974442,299.8834,299.8834,599.7668,9.430805767,12.26660419,19.26409369,1,69.97620328,635.2905562,87.31622609
3294902966,4/13/2020 18:10,2600,7.77,1799,10.60000038,4.32395792,65.0258255,65.02580261,,,7,57,HARD,2020-04-13 18:10:15+00:00,2020-04-13 18:52:41+00:00,1860,9,2547,1860,4.852929041,238.2006,238.2006,476.4012,9.406777904,12.31789185,23.91176849,1,79.15294535,400.2204932,93.04254968
3299844988,4/14/2020 21:25,2623,11.52,2128,11.80000019,5.415272713,43.47553253,43.87549973,,,6,56,NORMAL,2020-04-14 21:25:18+00:00,2020-04-14 22:08:58+00:00,2173,10,2621,2173,7.171176732,175.8616,177.174,353.0356,11.90480464,14.39345917,25.47984983,1,102.3011067,570.3076739,
3309212141,4/16/2020 20:30,2289,11.56,2122,10.30000019,5.450612545,45.13260651,45.13259888,,,,,,2020-04-16 20:30:48+00:00,2020-04-16 21:08:56+00:00,2131,5,2289,2131,7.20997997,183.0798,183.0798,366.1596,12.1873257,14.15189987,22.95361704,1,101.1187393,336.4147431,112.4992837
3311386012,4/17/2020 11:57,3028,11.22,2323,9.600000381,4.831295967,41.29494476,41.29489899,,,6,61,NORMAL,2020-04-17 11:57:02+00:00,2020-04-17 12:47:28+00:00,2351,8,3027,2351,6.994478005,175.2054,175.2054,350.4108,10.72424441,12.75937285,21.29573946,1,76.95464939,461.2310061,91.85670503
3318357988,4/18/2020 20:01,4413,17.5,3733,9.899999619,4.690008163,15.14982605,15.34980011,,,4,41,EASY,2020-04-18 20:01:32+00:00,2020-04-18 21:15:05+00:00,3779,10,4414,3779,10.90666784,127.3028,127.959,255.2618,10.39680278,12.05602427,21.92806558,1,63.86391436,333.7760684,79.13334771
3323709534,4/19/2020 18:50,5267,24.41,4588,10.5,5.322166443,86.34075165,86.34079742,,,7,146,HARD,2020-04-19 18:50:31+00:00,2020-04-19 20:18:17+00:00,4624,15,5267,4624,15.18626884,369.4406,369.4406,738.8812,11.83653428,13.73852598,23.37894745,1,92.7089084,516.8576928,118.0770898
3328174429,4/20/2020 19:50,5700,28.66,4495,10.19999981,6.377908707,95.3977356,95.59770203,,,7,143,HARD,2020-04-20 19:50:55+00:00,2020-04-20 21:25:50+00:00,4503,8,5696,4503,17.81427535,429.4829,430.1391,859.622,14.24768384,14.90839648,22.68657397,1,122.3050784,578.4783011,134.2664899
3338503991,4/22/2020 22:02,2877,14.41,2661,11.5,5.41762495,54.37619019,54.37620163,,,6,70,NORMAL,2020-04-22 22:02:08+00:00,2020-04-22 22:50:02+00:00,2753,6,2875,2753,8.992319024,227.0452,227.0452,454.0904,11.76884886,14.1721977,25.85734879,1,97.31291982,466.0842038,
3367398159,4/28/2020 17:54,3119,13.96,2743,11.5,5.091432571,52.56885529,52.76890182,95.97492981,293.5339661,,,,2020-04-28 17:54:44+00:00,2020-04-28 18:46:42+00:00,2850,10,3119,2850,8.708460569,240.8254,241.4816,482.307,11.01732999,14.06532033,28.51609358,2,91.11667717,630.3860436,
3371564928,4/29/2020 16:17,2832,13.87,2610,9.300000191,5.31455946,53.47972107,53.57970047,92.59281158,269.4589233,,,,2020-04-29 16:17:33+00:00,2020-04-29 17:04:45+00:00,2660,4,2833,2660,8.644248379,236.232,236.5601,472.7921,11.70658327,14.11162418,23.94778671,2,96.99325752,769.4466765,110.8498669
3381861723,5/1/2020 20:07,2923,13.98,2657,12.39999962,5.263981819,53.3515892,53.35160065,90.59703064,268.3985901,5,47,NORMAL,2020-05-01 20:07:49+00:00,2020-05-01 20:56:30+00:00,2700,8,2922,2700,8.707117239,234.9196,234.9196,469.8392,11.62207554,13.95054283,27.61967584,2,95.87043714,480.6150616,101.5220603
3387969771,5/2/2020 19:24,11064,56.57,10006,11.19999981,5.654087543,69.87750244,69.87750244,83.1822052,928.0380249,8,430,HARD,2020-05-02 19:24:07+00:00,2020-05-02 22:28:31+00:00,10070,12,11065,10070,35.18218482,356.3166,356.3166,712.6332,12.58148941,13.92925799,24.12212506,2,96.6628392,682.9482693,123.6568318
3392547429,5/3/2020 16:00,3043,13.94,2630,9.600000381,5.302395344,53.46356964,53.2635994,89.10372925,261.2921448,7,84,HARD,2020-05-03 16:00:10+00:00,2020-05-03 16:49:34+00:00,2674,10,2965,2674,8.688326601,241.8097,241.1535,482.9632,11.71621544,14.12322418,21.33101027,2,96.49956658,710.4707352,97.95682373
3403711514,5/5/2020 17:36,5287,13.93,2858,8.600000381,4.873932838,34.42618942,34.42620087,81.08757782,258.3994141,5,51,NORMAL,2020-05-05 17:36:52+00:00,2020-05-05 18:33:25+00:00,2893,14,3394,2893,8.676150569,179.1426,179.1426,358.2852,10.81734442,13.14818257,19.31113247,2,78.28135977,397.8716017,115.6934315
3409562162,5/6/2020 16:08,9981,35.46,7023,13.60000038,5.050149441,125.6317291,125.8320007,93.54187012,732.4934082,8,302,HARD,2020-05-06 16:08:31+00:00,2020-05-06 18:54:40+00:00,7181,22,9970,7181,22.07375636,623.7181,624.3743,1248.0924,11.07677592,13.87303665,35.65472266,2,89.93771112,1198.524932,144.6915893
3413829516,5/7/2020 14:08,7584,39.4,6359,12.69999981,6.196100235,78.25357056,78.1536026,83.45313263,591.7062378,5,114,NORMAL,2020-05-07 14:08:45+00:00,2020-05-07 16:14:38+00:00,6369,8,7554,6369,24.4682972,319.2413,318.9132,638.1545,13.8324401,14.31978337,28.21893558,2,109.0404132,565.0144105,150.497627
3426486852,5/9/2020 19:11,2796,13.09,2574,9.199999809,5.087917805,41.43781281,41.43780136,87.16253662,250.1572418,6,67,NORMAL,2020-05-09 19:11:39+00:00,2020-05-09 19:58:13+00:00,2622,7,2795,2622,8.185592415,190.9542,190.9542,381.9084,11.25298039,13.78238705,20.61770586,2,85.11337879,366.2992547,107.1568851
3429560753,5/10/2020 11:36,3365,15.63,2873,10,5.441385269,62.65007782,62.75009918,85.1725769,272.8414917,5,51,NORMAL,2020-05-10 11:36:47+00:00,2020-05-10 12:32:52+00:00,2947,3,3366,2947,9.744943114,279.2131,279.5412,558.7543,11.90832215,13.57360916,22.28690601,2,91.77441542,559.4346311,113.7365683
3436691351,5/11/2020 21:50,3091,13.35,2554,9.800000191,5.228151798,50.44762039,50.84759903,88.72816467,252.6721802,5,46,NORMAL,2020-05-11 21:50:05+00:00,2020-05-11 22:41:34+00:00,2584,6,3090,2584,8.322204443,221.7956,223.108,444.9036,11.60259032,13.59908277,21.9199929,2,91.55181262,593.0913784,102.1335118
3442173104,5/12/2020 22:13,4558,23.26,4302,11.10000038,5.407275677,90.56047821,90.76049805,89.57888031,429.685791,5,77,NORMAL,2020-05-12 22:13:32+00:00,2020-05-12 23:29:28+00:00,4339,7,4557,4339,14.48176479,411.4374,412.0936,823.531,12.02281073,13.69089501,24.83156799,2,94.16944264,513.785187,114.7684423
3447043102,5/13/2020 21:36,1920,9.9,1707,10.30000019,5.804276466,51.79053116,51.69049835,96.2776413,183.245636,3,14,EASY,2020-05-13 21:36:38+00:00,2020-05-13 22:08:21+00:00,1714,5,1904,1714,6.156931197,192.2666,191.9385,384.2051,12.94768868,13.98094052,22.85442259,2,112.1528255,724.3172622,
3462186653,5/16/2020 16:35,9461,34.68,6366,11.69999981,5.447675228,139.1385498,139.6390076,95.32161713,676.6013184,5,114,NORMAL,2020-05-16 16:35:08+00:00,2020-05-16 19:12:47+00:00,6420,16,9460,6420,21.57494032,740.8498,742.4903,1483.3401,12.10788967,13.98613218,26.15941252,2,101.3374239,830.4872041,135.4024608
3467007853,5/17/2020 13:52,5179,13.13,2519,8.699999809,5.215720654,64.88597107,65.08599854,90.97428131,255.518158,6,66,NORMAL,2020-05-17 13:52:22+00:00,2020-05-17 15:16:19+00:00,2582,6,5038,2582,8.192895556,312.6793,313.3355,626.0148,11.42847494,13.43168972,19.38640298,2,93.58990592,852.3455909,95.87557868
3479529124,5/19/2020 21:06,3155,13.18,2829,14.30000019,4.65942049,45.60307693,46.10309982,87.70597839,276.6541138,3,23,EASY,2020-05-19 21:06:24+00:00,2020-05-19 21:58:57+00:00,2881,9,3154,2881,8.229425835,260.1833,261.8238,522.0071,10.30005212,13.03527522,31.89337177,2,79.89585059,769.8658168,107.8606015
3485129056,5/20/2020 21:55,3151,13.03,2619,9.199999809,4.976403236,48.88203049,49.18199921,88.53040314,258.5251465,5,47,NORMAL,2020-05-20 21:55:15+00:00,2020-05-20 22:47:44+00:00,2683,9,3150,2683,8.106895572,266.4172,267.4015,533.8187,10.89845746,13.35856255,19.67059864,2,84.36350643,521.6190138,104.258775
3491112140,5/21/2020 22:17,6634,15.6,3655,9.899999619,4.270396709,73.06698608,73.16699982,94.3176651,384.3752747,4,40,EASY,2020-05-21 22:17:30+00:00,2020-05-22 00:04:18+00:00,3705,24,6409,3705,9.754155541,359.2695,359.5976,718.8671,9.501188104,13.8616812,22.11182067,2,78.82404085,577.8818796,121.9621554
3495633786,5/22/2020 22:09,2967,13.98,2597,12.39999962,5.38301897,59.85612869,59.85609818,103.187233,298.7939453,5,46,NORMAL,2020-05-22 22:09:57+00:00,2020-05-22 22:59:23+00:00,2669,11,2967,2669,8.694617558,310.7107,310.7107,621.4214,11.74131511,14.62567673,27.64684182,2,103.2449398,600.3096821,106.7289479
3505140940,5/24/2020 12:37,14222,65.11,10259,22.39999962,6.347168446,232.402832,232.4029999,98.43791962,1126.01001,7,327,HARD,2020-05-24 12:37:45+00:00,2020-05-24 16:34:47+00:00,10341,18,14223,10341,40.33796379,1052.2167,1052.2167,2104.4334,14.05744087,15.1092098,187.6241458,2,193.2171717,162816.0175,139.7040268
3509569681,5/25/2020 12:03,12033,50.22,8988,11.30000019,5.588117599,172.857193,171.8569946,72.68257141,728.3973999,8,386,HARD,2020-05-25 12:03:55+00:00,2020-05-25 15:23:53+00:00,9075,17,11999,9075,31.23710552,833.7021,830.4211,1664.1232,12.39538971,13.92164035,25.92333001,2,99.5660957,638.6181945,137.2271338
3514057032,5/26/2020 11:42,3133,15.96,2923,11.19999981,5.46209383,65.73403931,66.23400116,94.96324921,309.4988403,3,24,EASY,2020-05-26 11:42:20+00:00,2020-05-26 12:34:31+00:00,2983,5,3132,2983,9.941465945,355.0042,356.6447,711.6489,12.00380065,14.24471106,24.59660996,2,99.76507527,613.6515901,118.7898123
3528272192,5/28/2020 22:19,5072,28.14,4580,11.69999981,6.144629002,107.8399963,107.8399963,105.2184753,537.3167725,5,82,NORMAL,2020-05-28 22:19:33+00:00,2020-05-28 23:43:18+00:00,4676,9,5026,4676,17.52100574,528.8972,528.8972,1057.7944,13.49650847,15.17184597,26.19703911,2,120.4487654,832.5956343,148.4218828
3533307586,5/30/2020 0:42,3684,19.53,3439,11.80000019,5.681040764,83.42642212,83.32640076,93.18589783,357.3199463,4,38,EASY,2020-05-30 00:42:07+00:00,2020-05-30 01:42:25+00:00,3479,6,3619,3479,12.16963533,359.5976,359.2695,718.8671,12.61605884,14.21969996,39.809083,2,106.1889123,1655.94747,117.3823162
3537801646,5/30/2020 16:57,3666,17.45,3244,9.100000381,5.379716396,66.22090149,55.1208992,99.12885284,358.5551758,6,85,NORMAL,2020-05-30 16:57:50+00:00,2020-05-30 17:58:54+00:00,3294,7,3665,3294,10.8676691,318.5851,282.166,600.7511,11.88866548,14.30374164,22.54296262,2,101.8157804,785.661247,130.7995749
3574896451,6/6/2020 22:59,4705,23.17,4200,12.5,5.517428398,102.6876602,102.8880005,99.96392059,468.1309509,4,46,EASY,2020-06-06 22:59:55+00:00,2020-06-07 00:18:19+00:00,4222,7,4705,4222,14.41411508,554.489,555.1452,1109.6342,12.2982429,13.82794084,27.8224799,2,103.7774069,869.0286534,130.563084
3578546511,6/7/2020 14:23,4352,23.29,3957,12.80000019,5.888020992,103.2489471,103.7490005,103.5538864,456.8859558,5,71,NORMAL,2020-06-07 14:23:23+00:00,2020-06-07 15:35:04+00:00,3971,7,4302,3971,14.5010218,556.4576,558.0981,1114.5557,13.15419739,14.42690204,26.6158034,2,114.9355634,946.530146,133.9436587
3585272060,6/8/2020 22:31,3673,19.56,3323,12.69999981,5.888082981,79.60097504,80.10099792,103.8865128,384.9164124,6,87,NORMAL,2020-06-08 22:31:48+00:00,2020-06-08 23:31:58+00:00,3356,8,3611,3356,12.17483623,433.7482,435.3887,869.1369,13.06705624,14.91841833,42.85178125,2,116.6203551,2261.190117,137.2805858
3595127133,6/10/2020 20:42,2784,14.27,2503,12.19999981,5.700998783,59.53806305,60.0381012,101.0652542,282.0567627,6,66,NORMAL,2020-06-10 20:42:55+00:00,2020-06-10 21:29:18+00:00,2524,6,2784,2524,8.870069059,311.0388,312.6793,623.7181,12.66234448,14.44776939,33.29240597,2,111.9746908,1448.030319,131.8551827
3600626004,6/11/2020 23:05,5227,22.32,4221,14,5.288249016,82.91238403,83.21240234,102.591095,482.8358154,4,46,EASY,2020-06-11 23:05:44+00:00,2020-06-12 00:32:25+00:00,4318,14,5202,4318,13.92097882,454.7466,455.7309,910.4775,11.61786069,14.7274172,29.23409635,2,100.6228871,1155.774337,142.7479222
3605468165,6/13/2020 0:30,8498,38.87,5104,10.10000038,7.617241383,123.1157608,122.6159973,65.60823822,373.3736267,,,,2020-06-13 00:30:42+00:00,2020-06-13 02:52:17+00:00,5124,8,8496,5124,17.41966775,612.8908,611.2503,1224.1411,12.24557627,13.50309569,22.14827696,2,98.59954067,615.22239,128.6316929
3616509421,6/14/2020 22:53,5455,30.56,4906,9.600000381,6.229351997,51.33335495,54.63335419,93.44013214,511.1352844,6,129,NORMAL,2020-06-14 22:53:48+00:00,2020-06-15 00:24:43+00:00,4973,7,5456,4973,18.82361135,243.7783,254.6056,498.3839,13.63092314,15.07490582,21.50086136,2,113.300797,344.703042,149.863281
3626334378,6/16/2020 22:11,4070,20.38,3564,10.60000038,5.71812582,84.67711639,85.17710114,101.890358,404.8966064,6,94,NORMAL,2020-06-16 22:11:58+00:00,2020-06-16 23:19:36+00:00,3663,10,4059,3663,12.7063469,464.2615,465.902,930.1635,12.50396119,14.68155041,40.62919021,2,110.1765887,1685.687732,128.716536
3631560247,6/17/2020 22:33,5537,24.92,4627,12.69999981,5.386449337,117.0999832,117.5999985,103.7960281,535.4944458,6,122,NORMAL,2020-06-17 22:33:36+00:00,2020-06-18 00:05:51+00:00,4689,12,5536,4689,15.49110973,608.6255,610.266,1218.8915,11.90299393,14.25654127,27.89479365,2,102.9398364,1010.522391,129.5800407
3640590441,6/19/2020 22:46,4010,19.59,3494,9.5,5.606468201,79.91666412,79.91670227,97.97934723,381.7087402,4,38,EASY,2020-06-19 22:46:34+00:00,2020-06-19 23:53:17+00:00,3532,6,4004,3532,12.19584238,439.3259,439.3259,878.6518,12.43602984,14.0597479,28.05129066,3,103.113286,1053.853379,119.0806877
3649439502,6/21/2020 13:58,3852,19.5,3454,10.89999962,5.645570278,74.62605286,74.62609863,95.51655579,367.8544922,,,,2020-06-21 13:58:15+00:00,2020-06-21 15:02:25+00:00,3511,8,3851,3511,12.14847483,438.6697,438.6697,877.3394,12.46414492,14.09720727,24.41023654,3,102.4511946,593.1530163,129.7593831
3675817946,6/26/2020 22:11,3193,15.78,2771,11,5.69433403,67.83178711,68.33180237,106.3775787,328.6723938,6,73,NORMAL,2020-06-26 22:11:57+00:00,2020-06-26 23:02:57+00:00,2803,6,3061,2803,9.828784255,351.7232,353.3637,705.0869,12.63197455,14.56401368,24.48884024,3,109.7589185,561.2708776,129.9689584
3680029110,6/27/2020 16:26,8904,40.26,6838,11.30000019,5.887642384,107.5005569,109.3010025,88.85681915,677.4771118,6,180,NORMAL,2020-06-27 16:26:07+00:00,2020-06-27 18:54:30+00:00,6893,6,8904,6893,25.03869561,604.3602,610.266,1214.6262,13.08971507,14.17301491,37.46367565,3,103.9965182,1548.095102,136.7116557
3694748047,6/30/2020 17:12,10653,27.39,6543,11.69999981,4.187024117,108.0357361,108.0360031,90.67565918,661.5195923,5,118,NORMAL,2020-06-30 17:12:33+00:00,2020-06-30 20:07:48+00:00,6675,34,10516,6675,17.06883902,576.7998,576.7998,1153.5996,9.218873712,13.47269723,25.95372245,3,72.7761377,1019.560213,120.3540592
3695897735,6/30/2020 23:43,10981,46.75,8598,11.10000038,5.437915802,189.3347626,189.4349976,96.86898041,928.6608276,7,274,HARD,2020-06-30 23:43:15+00:00,2020-07-01 02:46:04+00:00,8739,23,10970,8739,29.08657436,961.6611,961.9892,1923.6503,11.98889484,14.55828502,24.75921006,3,102.8495532,962.0348186,156.4235888
3700575573,7/1/2020 23:19,4986,28.61,4394,10.10000038,6.512516975,107.1149597,107.0149612,108.0009384,529.1300659,7,140,HARD,2020-07-01 23:19:25+00:00,2020-07-02 00:41:39+00:00,4421,4,4935,4421,17.78782334,510.8517,510.5236,1021.3753,14.48961161,15.32629131,22.60410097,3,131.8905232,895.7413334,142.1915246
3712163423,7/4/2020 12:17,5621,25.34,5235,8.300000191,4.841375351,21.64910698,21.5491066,79.25162506,462.5937195,2,24,EASY,2020-07-04 12:17:09+00:00,2020-07-04 13:50:45+00:00,5250,5,5617,5250,15.75944695,246.7312,246.4031,493.1343,10.81073705,11.5758116,18.32196875,3,64.51733947,317.3264855,77.46569192
3719948347,7/5/2020 23:33,3201,18.81,3013,10.80000019,6.243246078,53.80057526,54.00059891,115.4138641,387.7327576,8,129,HARD,2020-07-05 23:33:21+00:00,2020-07-06 00:26:41+00:00,3029,6,3201,3029,11.7112848,306.4454,307.1016,613.547,13.93045855,16.03941819,24.11267494,3,133.1539541,535.1247747,154.5397003
3724676540,7/7/2020 0:41,3355,18.12,3064,10.80000019,5.914262295,54.39476013,54.39479828,105.4530106,360.2654114,6,80,NORMAL,2020-07-07 00:41:57+00:00,2020-07-07 01:37:38+00:00,3112,6,3342,3112,11.29078863,308.0859,308.0859,616.1718,13.06976171,15.43477579,23.88890305,3,117.4633262,627.9873948,159.1298238
3731391933,7/8/2020 10:54,4420,24.33,4146,11.60000038,5.870115757,115.046669,115.0469971,99.7914505,461.315155,6,109,NORMAL,2020-07-08 10:54:26+00:00,2020-07-08 12:08:04+00:00,3978,16,4419,3978,15.05654845,588.9395,588.9395,1177.879,13.65036045,14.79059257,25.7716739,3,123.5906763,817.0569203,156.0548966
3743546997,7/10/2020 23:23,5709,30.34,5286,13.10000038,5.740143776,117.7270355,107.6269989,102.8682098,606.2926636,5,95,NORMAL,2020-07-10 23:23:17+00:00,2020-07-11 00:57:50+00:00,5366,11,5674,5366,18.87641008,616.4999,583.3618,1199.8617,12.67023185,14.59258678,29.28675954,3,112.9490005,894.030234,150.5212167
3744867729,7/11/2020 2:32,3554,16.87,3059,11.60000038,5.515560627,56.44738007,67.6473999,92.03590393,313.9146729,,,,2020-07-11 02:32:26+00:00,2020-07-11 03:25:46+00:00,3104,5,3201,3104,10.50232266,329.0843,365.8315,694.9158,12.18831794,13.90829289,25.59493393,3,95.71233737,574.5468339,127.6288616
3752089074,7/12/2020 11:15,16790,84.4,13393,21.79999924,6.301911354,290.2681885,290.2681885,107.2217102,1601.16272,8,576,HARD,2020-07-12 11:15:01+00:00,2020-07-12 15:53:06+00:00,13566,23,16686,13566,52.49584276,1391.144,1391.144,2782.288,13.93725619,15.5491314,64.4367067,3,128.6111783,6603.969391,158.4715051
3760330379,7/14/2020 11:05,2118,13.15,1905,10.30000019,6.90503931,47.2383728,32.13837433,121.4601822,257.9905396,7,60,HARD,2020-07-14 11:05:42+00:00,2020-07-14 11:40:59+00:00,1921,4,2118,1921,8.176810526,212.2807,162.7376,375.0183,15.32785082,16.74341725,22.95237977,3,156.3079463,589.2952336,173.0128271
3763294489,7/14/2020 21:28,2018,8.77,1366,11,6.422327995,20.0233326,40.72333145,115.5614777,176.0105286,6,36,NORMAL,2020-07-14 21:28:37+00:00,2020-07-14 22:02:14+00:00,1380,4,2018,1380,5.46241292,102.0391,169.9558,271.9949,14.25600858,16.66212421,24.50338877,3,132.0322631,390.8280915,146.3049195
3763409786,7/14/2020 22:02,2100,13.85,1984,10.89999962,6.983417511,49.43381119,55.43381119,116.7209396,258.2054138,6,52,NORMAL,2020-07-14 22:02:33+00:00,2020-07-14 22:37:01+00:00,2001,3,2069,2001,8.606287835,240.4973,260.1833,500.6806,15.49017191,16.18296828,23.14372384,3,147.5606248,842.7535889,159.9580219
3763827080,7/15/2020 0:10,2176,14.27,2136,12.10000038,6.68305254,57.50630951,50.60630798,112.9407806,268.9842834,9,106,HARD,2020-07-15 00:10:27+00:00,2020-07-15 00:46:38+00:00,2138,2,2172,2138,8.873316659,267.0734,244.4345,511.5079,14.94325839,15.61949036,26.4919616,3,141.545787,553.4675136,151.0598625
3768736363,7/16/2020 0:02,2435,14.12,2289,13.5,6.171384811,59.0336113,59.63359833,115.0665436,293.6780396,6,60,NORMAL,2020-07-16 00:02:32+00:00,2020-07-16 00:43:06+00:00,2330,6,2435,2330,8.755222948,308.7421,310.7107,619.4528,13.58107765,16.01569998,55.7941419,3,138.0273202,4401.023163,160.0720156
3803410526,7/22/2020 23:28,3321,17.98,3040,9.600000381,5.917039394,56.43821335,56.63819885,106.7290649,361.7686157,6,80,NORMAL,2020-07-22 23:28:27+00:00,2020-07-23 00:23:22+00:00,3085,8,3296,3085,11.19031698,307.4297,308.0859,615.5156,13.06786464,15.53697803,21.35003401,3,118.1284696,580.162027,147.2275362
3806694608,7/23/2020 22:44,11290,35.25,6385,12.10000038,5.520673275,140.0309448,140.2310028,100.8336411,717.8649902,5,115,NORMAL,2020-07-23 22:44:24+00:00,2020-07-24 01:51:35+00:00,6516,25,11232,6516,21.91699634,757.2548,757.911,1515.1658,12.12085349,14.56584744,26.96094715,3,105.411009,865.4272691,141.2794597
3809576084,7/25/2020 0:39,2012,10.55,1834,11.80000019,5.755289078,16.85059547,16.85059929,108.0652847,220.9832001,7,58,HARD,2020-07-25 00:39:52+00:00,2020-07-25 01:12:46+00:00,1852,5,1975,1852,6.577038286,120.0846,120.0846,240.1692,12.79602445,15.46432612,26.38979544,3,116.5707827,649.9678177,131.9863872
3815541338,7/26/2020 11:40,14229,42.26,8631,11.60000038,4.896431446,191.5142059,191.4140015,91.01821899,875.9195557,6,227,NORMAL,2020-07-26 11:40:44+00:00,2020-07-26 15:35:02+00:00,8743,23,14059,8743,26.30051934,841.2484,840.9203,1682.1687,10.83806733,13.49066208,24.12973419,3,85.46706247,705.2498984,136.726046
3816918024,7/26/2020 23:20,3013,7.82,1832,9.300000191,4.268668175,9.906970024,10.40697002,95.1415329,194.3436432,6,48,NORMAL,2020-07-26 23:20:04+00:00,2020-07-27 00:10:16+00:00,1872,13,3013,1872,4.862384787,116.8036,118.4441,235.2477,9.370461192,14.60681765,19.66352878,3,75.92164431,325.1593023,
