elapsed_distance,moving_time,avg_speed,ride_cruise_speed,ride_avg_power,peak_20min_power,training_window_0,training_window_1,training_window_2,training_window_3,training_window_4,training_window_5,training_window_6,training_window_7,training_window_8,training_window_9,training_window_10,training_window_11,training_window_12
-0.5888732931441196,-0.7633821838624687,1.1819181911292356,0.04184104782972743,1.3004528688970658,0.9602385875624381,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.573702033828871,-0.7592248452602464,1.272014409684682,0.7723450775388347,0.9846109133811976,0.812942465796589,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.24329773541596345,-0.46312995147974,0.8000267896581061,0.04061230892893726,0.568571104410793,0.37692323020339663,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010293584545406086,-0.1762735879263946,0.32086353017058955,-0.00842552091058327,0.22304147637680707,-0.2908030841110575,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0005731921286308272,-0.23770981393701449,0.6031422132755571,0.017800540318370767,0.4260528750319892,0.3254159923422345,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4845112213709806,0.9143349053899477,0.8238828882314982,-0.3268642216464159,0.481543274123997,0.8806987694958264,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5924551138405381,0.15215616164917478,0.913396094015634,0.0096349393069578,0.6146018906823546,0.9159137663147638,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3138729941079538,-0.03030481033725266,0.8004331543554547,-0.09736437277853764,0.38180241375528673,0.8493828096343057,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.04834390732697,1.0681564336721763,-0.2034989271056419,1.2691282274383742,0.023027860610893836,-0.4716044318226193,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6028634482449056,-0.4700588491501107,-0.6455629310293854,0.18194258318381526,-0.5711160171510289,-1.0086779376565953,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6305494994411369,1.650183837983312,-1.5039594748427099,-1.6053040483013548,-1.3121749766965696,-0.4543276175042369,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.8242283657535814,-0.9735587465303788,1.2707221671622217,1.369677807235509,1.7820694860281983,1.118472800361415,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6911292773371757,-0.609098729068882,-0.5040892985697926,-2.016705006869989,-1.3062049575659735,-1.37454802391613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.21235056932432714,0.8602895035610565,-1.419297009279299,-1.9090225032231956,-1.5819318284818376,-2.059912340330865,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5032987539980915,-0.3698207961854151,-0.7027151421926092,0.5620433182118051,-0.4703505119973407,-0.7228716508111387,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.42290195918267787,-0.6067890965120918,0.719731830082239,-0.29902436659217085,0.21982889678799833,0.2256365341765572,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.721171713928246,-0.295912554368128,-1.6923852848443668,-1.098538690451194,-1.5975486470615134,-1.84087851463305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.5035832566009472,0.4131446405664697,-0.05413072090897584,0.19157872653266214,-0.09528749730772222,0.6580888252657139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.8850097836870171,-0.9740206730417369,0.5988826328600506,1.1893506118042154,0.40732304280792636,-0.1242226468665337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3.167439993593636,3.935796216182914,-0.8726492550533226,0.5944052011166138,-0.5975797762814777,0.8741024408210268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.2165986842399124,0.48474324982696654,-0.8411405053783391,-0.8199349819381069,-0.9636498223075182,-0.17869034346044502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.26815498382442177,0.19788688627362114,-1.3278029426890279,0.41068092567454134,-1.033265976276227,-1.1635012840334866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.0552496973185221,-1.0982789045970507,0.479463599871931,0.48121189338595477,1.427466650055842,0.7979312692229632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.0180650527836923,-1.0996646841311248,0.9991975442425722,1.1271469665866118,1.3230159274534103,0.7035135399916296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.41191453646270365,-0.2548010948572621,-0.7318878444642042,0.5056003855629155,-0.6570767309620025,-0.9029563538380189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.16048374402771606,0.4214593177709145,-1.4248976869813474,-2.614319872105152,-1.7973422445243217,-1.529297946839382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.21256586608703,-1.1495527473577936,-0.7103532082482776,0.08754311509510945,-0.6885567493905771,-1.1148379237347106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.0648965641345187,-0.8797876647246958,-1.5231104625015233,1.021951681907093,-0.8783305290348431,-1.2863830207452889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.4974144504255304,-0.6382000992844388,0.5261667778798094,0.7214619134334246,0.8416172600205436,0.820715298486545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.6428598845859941,-0.7462909029422211,0.3961726548877198,0.8551410335134615,0.6070067116109873,0.05628044687202387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.6728065209714168,-0.8044936433733346,0.7885309943136426,-0.6186682330557546,0.07871070351731517,-0.1941377064013664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.3583137856179221,-0.032152516382684834,0.8697461432061391,0.8602112084359584,1.1090739748805674,1.5172294708488132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.41285812289314155,0.9037105956287126,-1.0560179996545236,-1.5028970814482727,-1.2930509363763172,-0.8431066394612987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.1476228200282432,1.2981958363284822,1.0410288426616467,0.4284347590615374,0.883394175314879,1.2962921738737816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.267889385235601,-0.577225799785177,1.3462597921607748,1.010789348353178,1.1227207903908412,1.1525366874050436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2.850506459933826,1.5702705515183704,1.5660280529087227,1.177005309366646,1.5969607447006309,1.8838536248833329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.1596548486168409,0.5064537958607946,-1.5732683461505947,-1.4103503333577099,-1.395559060087052,-0.9108802563362086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.46029492174166947,-0.36704923711726684,-0.5308412628642888,-0.6001196971437984,-0.16386677933719707,0.24546898894403058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
